user,item,rating,timestamp,event_time
A2V0KUVAB9HSYO,B000002URX,4.8,1778549938,2026-05-12 04:39:38.907
A3Q1J7VFGG80EK,B000002URV,4.9,1778549941,2026-05-12 04:39:38.907
A2V0KUVAB9HSYO,B000002URW,4.6,1778549944,2026-05-12 04:39:38.907
A2IR4Q0GPAFJKW,5555991584,4.6,1778549945,2026-05-12 04:39:38.907
A3Q1J7VFGG80EK,B000002URY,4.6,1778549950,2026-05-12 04:39:38.907
A2EFCYXHNK06IS,B000002URV,4.9,1778549953,2026-05-12 04:39:38.907
A1WR23ER5HMAA9,B000002URV,4.8,1778549954,2026-05-12 04:39:38.907
A2IR4Q0GPAFJKW,B000002URV,4.7,1778549954,2026-05-12 04:39:38.907
A1WR23ER5HMAA9,B000002URY,4.9,1778549957,2026-05-12 04:39:38.907
A2EFCYXHNK06IS,B000002URV,4.9,1778549963,2026-05-12 04:39:38.907
A2IR4Q0GPAFJKW,B000002URV,4.8,1778549968,2026-05-12 04:39:38.907
A1J0GL9HCA7ELW,B000002URW,4.7,1778549971,2026-05-12 04:39:38.907
A2V0KUVAB9HSYO,5555991584,5.0,1778549936,2026-05-12 04:39:38.907
A3Q1J7VFGG80EK,5555991584,4.6,1778549940,2026-05-12 04:39:38.907
A340XJYJDFSMUG,B000002URV,4.6,1778549941,2026-05-12 04:39:38.907
A2IR4Q0GPAFJKW,B000002URV,4.6,1778549943,2026-05-12 04:39:38.907
A1WR23ER5HMAA9,B000002URV,4.7,1778549944,2026-05-12 04:39:38.907
A2V0KUVAB9HSYO,B000002URW,4.8,1778549947,2026-05-12 04:39:38.907
A2V0KUVAB9HSYO,5555991584,4.8,1778549948,2026-05-12 04:39:38.907
A340XJYJDFSMUG,5555991584,4.7,1778549962,2026-05-12 04:39:38.907
A2V0KUVAB9HSYO,B000002URX,4.6,1778549966,2026-05-12 04:39:38.907
A1J0GL9HCA7ELW,B000002URX,5.0,1778549967,2026-05-12 04:39:38.907
A1WR23ER5HMAA9,B000002URW,4.7,1778549970,2026-05-12 04:39:38.907
A1J0GL9HCA7ELW,B000002URY,4.7,1778549974,2026-05-12 04:39:38.907
A2IR4Q0GPAFJKW,B000002URW,4.6,1778549982,2026-05-12 04:40:04.175
A3Q1J7VFGG80EK,B000002URX,4.6,1778549984,2026-05-12 04:40:04.175
A1WR23ER5HMAA9,B000002URV,4.9,1778549986,2026-05-12 04:40:04.175
A3EBHHCHO6V2A4,B000002URX,4.6,1778549990,2026-05-12 04:40:04.175
A2EFCYXHNK06IS,B000002URV,4.7,1778549997,2026-05-12 04:40:04.175
A2V0KUVAB9HSYO,B000002URW,4.8,1778549997,2026-05-12 04:40:04.175
A1J0GL9HCA7ELW,B000002URV,4.9,1778550001,2026-05-12 04:40:04.175
A2IR4Q0GPAFJKW,5555991584,4.8,1778550002,2026-05-12 04:40:04.175
A3EBHHCHO6V2A4,B000002URX,4.8,1778549984,2026-05-12 04:40:04.175
A2IR4Q0GPAFJKW,B000002URY,4.8,1778549995,2026-05-12 04:40:04.175
A2EFCYXHNK06IS,5555991584,4.6,1778550004,2026-05-12 04:40:04.175
A3EBHHCHO6V2A4,B000002URV,4.7,1778550007,2026-05-12 04:40:31.439
A2EFCYXHNK06IS,B000002URY,4.7,1778550014,2026-05-12 04:40:31.439
A340XJYJDFSMUG,B000002URY,4.7,1778550028,2026-05-12 04:40:31.439
A340XJYJDFSMUG,B000002URY,4.9,1778550028,2026-05-12 04:40:31.439
A2EFCYXHNK06IS,B000002URV,5.0,1778550008,2026-05-12 04:40:31.439
A3Q1J7VFGG80EK,B000002URX,4.6,1778550009,2026-05-12 04:40:31.439
A1WR23ER5HMAA9,B000002URV,4.6,1778550015,2026-05-12 04:40:31.439
A3Q1J7VFGG80EK,B000002URX,4.9,1778550017,2026-05-12 04:40:31.439
A340XJYJDFSMUG,5555991584,4.9,1778550018,2026-05-12 04:40:31.439
A2V0KUVAB9HSYO,B000002URX,4.6,1778550020,2026-05-12 04:40:31.439
A3Q1J7VFGG80EK,B000002URY,4.7,1778550023,2026-05-12 04:40:31.439
A2V0KUVAB9HSYO,B000002URX,4.8,1778550029,2026-05-12 04:40:31.439
A3EBHHCHO6V2A4,B000002URW,4.6,1778550030,2026-05-12 04:40:31.439
A1J0GL9HCA7ELW,B000002URV,4.9,1778550031,2026-05-12 04:41:04.029
A340XJYJDFSMUG,B000002URV,4.6,1778550034,2026-05-12 04:41:04.029
A2V0KUVAB9HSYO,B000002URY,4.6,1778550043,2026-05-12 04:41:04.029
A2IR4Q0GPAFJKW,B000002URW,4.6,1778550046,2026-05-12 04:41:04.029
A1WR23ER5HMAA9,B000002URV,4.7,1778550050,2026-05-12 04:41:04.029
A2IR4Q0GPAFJKW,B000002URV,4.6,1778550057,2026-05-12 04:41:04.029
A3EBHHCHO6V2A4,B000002URX,4.7,1778550060,2026-05-12 04:41:04.029
A2EFCYXHNK06IS,B000002URV,4.8,1778550062,2026-05-12 04:41:04.029
A1J0GL9HCA7ELW,B000002URV,4.8,1778550031,2026-05-12 04:41:04.029
A2EFCYXHNK06IS,B000002URX,4.8,1778550032,2026-05-12 04:41:04.029
A2V0KUVAB9HSYO,B000002URV,4.7,1778550036,2026-05-12 04:41:04.029
A3EBHHCHO6V2A4,B000002URY,4.8,1778550040,2026-05-12 04:41:04.029
A3EBHHCHO6V2A4,B000002URV,4.8,1778550049,2026-05-12 04:41:04.029
A2EFCYXHNK06IS,5555991584,4.6,1778550051,2026-05-12 04:41:04.029
A2V0KUVAB9HSYO,B000002URV,4.8,1778550056,2026-05-12 04:41:04.029
A3EBHHCHO6V2A4,B000002URV,4.9,1778550057,2026-05-12 04:41:04.029
A2EFCYXHNK06IS,B000002URY,4.6,1778550059,2026-05-12 04:41:04.029
A2EFCYXHNK06IS,B000002URX,4.9,1778550068,2026-05-12 04:41:30.534
A2V0KUVAB9HSYO,5555991584,4.8,1778550085,2026-05-12 04:41:30.534
A1WR23ER5HMAA9,B000002URV,4.7,1778550068,2026-05-12 04:41:30.534
A2V0KUVAB9HSYO,B000002URY,4.9,1778550069,2026-05-12 04:41:30.534
A2V0KUVAB9HSYO,B000002URX,4.7,1778550072,2026-05-12 04:41:30.534
A2V0KUVAB9HSYO,B000002URX,5.0,1778550073,2026-05-12 04:41:30.534
A3EBHHCHO6V2A4,B000002URV,4.7,1778550086,2026-05-12 04:41:30.534
A340XJYJDFSMUG,B000002URY,4.6,1778550089,2026-05-12 04:41:30.534
A1J0GL9HCA7ELW,5555991584,4.6,1778550093,2026-05-12 04:41:58.971
A1WR23ER5HMAA9,B000002URW,4.8,1778550094,2026-05-12 04:41:58.971
A3EBHHCHO6V2A4,5555991584,4.6,1778550098,2026-05-12 04:41:58.971
A1J0GL9HCA7ELW,5555991584,4.8,1778550101,2026-05-12 04:41:58.971
A3EBHHCHO6V2A4,5555991584,4.6,1778550105,2026-05-12 04:41:58.971
A2IR4Q0GPAFJKW,B000002URY,4.8,1778550112,2026-05-12 04:41:58.971
A2V0KUVAB9HSYO,B000002URY,4.7,1778550113,2026-05-12 04:41:58.971
A2EFCYXHNK06IS,5555991584,4.7,1778550114,2026-05-12 04:41:58.971
A340XJYJDFSMUG,B000002URW,4.8,1778550114,2026-05-12 04:41:58.971
A1WR23ER5HMAA9,B000002URX,4.6,1778550116,2026-05-12 04:41:58.971
A1J0GL9HCA7ELW,B000002URX,4.9,1778550117,2026-05-12 04:41:58.971
A2V0KUVAB9HSYO,B000002URV,4.9,1778550118,2026-05-12 04:41:58.971
A3EBHHCHO6V2A4,B000002URW,4.9,1778550118,2026-05-12 04:41:58.971
A3EBHHCHO6V2A4,B000002URW,4.6,1778550094,2026-05-12 04:41:58.971
A3Q1J7VFGG80EK,5555991584,4.8,1778550095,2026-05-12 04:41:58.971
A3EBHHCHO6V2A4,5555991584,4.6,1778550097,2026-05-12 04:41:58.971
A1J0GL9HCA7ELW,B000002URY,4.6,1778550100,2026-05-12 04:41:58.971
A340XJYJDFSMUG,B000002URX,5.0,1778550104,2026-05-12 04:41:58.971
A2IR4Q0GPAFJKW,B000002URW,5.0,1778550106,2026-05-12 04:41:58.971
A3Q1J7VFGG80EK,B000002URX,4.6,1778550107,2026-05-12 04:41:58.971
A2V0KUVAB9HSYO,B000002URX,4.6,1778550108,2026-05-12 04:41:58.971
A3EBHHCHO6V2A4,B000002URV,4.6,1778550108,2026-05-12 04:41:58.971
A1WR23ER5HMAA9,5555991584,4.9,1778550115,2026-05-12 04:41:58.971
A3EBHHCHO6V2A4,B000002URW,4.8,1778550117,2026-05-12 04:41:58.971
A1J0GL9HCA7ELW,B000002URW,4.7,1778550121,2026-05-12 04:42:31.178
A3Q1J7VFGG80EK,B000002URW,4.8,1778550123,2026-05-12 04:42:31.178
A2IR4Q0GPAFJKW,B000002URV,4.9,1778550136,2026-05-12 04:42:31.178
A1J0GL9HCA7ELW,B000002URX,4.8,1778550140,2026-05-12 04:42:31.178
A2V0KUVAB9HSYO,B000002URW,4.9,1778550142,2026-05-12 04:42:31.178
A2IR4Q0GPAFJKW,B000002URY,4.9,1778550143,2026-05-12 04:42:31.178
A2IR4Q0GPAFJKW,B000002URW,4.9,1778550119,2026-05-12 04:42:31.178
A1WR23ER5HMAA9,B000002URV,4.8,1778550131,2026-05-12 04:42:31.178
A3EBHHCHO6V2A4,5555991584,4.9,1778550135,2026-05-12 04:42:31.178
A3EBHHCHO6V2A4,B000002URX,4.9,1778550149,2026-05-12 04:42:31.178
A2IR4Q0GPAFJKW,5555991584,4.9,1778550153,2026-05-12 04:43:04.220
A340XJYJDFSMUG,5555991584,4.8,1778550158,2026-05-12 04:43:04.220
A2IR4Q0GPAFJKW,B000002URW,4.9,1778550160,2026-05-12 04:43:04.220
A340XJYJDFSMUG,B000002URY,4.6,1778550162,2026-05-12 04:43:04.220
A1J0GL9HCA7ELW,B000002URX,4.6,1778550162,2026-05-12 04:43:04.220
A1J0GL9HCA7ELW,B000002URX,4.7,1778550163,2026-05-12 04:43:04.220
A2V0KUVAB9HSYO,B000002URV,4.8,1778550163,2026-05-12 04:43:04.220
A2EFCYXHNK06IS,B000002URW,4.9,1778550164,2026-05-12 04:43:04.220
A2EFCYXHNK06IS,B000002URW,4.8,1778550165,2026-05-12 04:43:04.220
A3EBHHCHO6V2A4,B000002URY,4.8,1778550166,2026-05-12 04:43:04.220
A2IR4Q0GPAFJKW,B000002URV,4.7,1778550171,2026-05-12 04:43:04.220
A1WR23ER5HMAA9,B000002URX,4.9,1778550173,2026-05-12 04:43:04.220
A2EFCYXHNK06IS,B000002URW,4.8,1778550176,2026-05-12 04:43:04.220
A2IR4Q0GPAFJKW,B000002URW,4.7,1778550183,2026-05-12 04:43:04.220
A340XJYJDFSMUG,B000002URY,5.0,1778550159,2026-05-12 04:43:04.220
A3Q1J7VFGG80EK,B000002URX,4.9,1778550168,2026-05-12 04:43:04.220
A1J0GL9HCA7ELW,B000002URV,4.6,1778550168,2026-05-12 04:43:04.220
A2EFCYXHNK06IS,B000002URV,4.7,1778550172,2026-05-12 04:43:04.220
A2IR4Q0GPAFJKW,B000002URY,4.7,1778550181,2026-05-12 04:43:04.220
A3Q1J7VFGG80EK,B000002URY,4.6,1778550187,2026-05-12 04:43:35.166
A3EBHHCHO6V2A4,B000002URX,4.7,1778550188,2026-05-12 04:43:35.166
A1J0GL9HCA7ELW,B000002URW,4.7,1778550190,2026-05-12 04:43:35.166
A3Q1J7VFGG80EK,B000002URY,4.8,1778550203,2026-05-12 04:43:35.166
A3Q1J7VFGG80EK,B000002URW,4.7,1778550209,2026-05-12 04:43:35.166
A2V0KUVAB9HSYO,B000002URW,4.7,1778550184,2026-05-12 04:43:35.166
A3EBHHCHO6V2A4,B000002URY,4.8,1778550189,2026-05-12 04:43:35.166
A2IR4Q0GPAFJKW,B000002URX,4.9,1778550192,2026-05-12 04:43:35.166
A3Q1J7VFGG80EK,B000002URX,5.0,1778550193,2026-05-12 04:43:35.166
A3Q1J7VFGG80EK,B000002URX,4.9,1778550198,2026-05-12 04:43:35.166
A1WR23ER5HMAA9,B000002URY,4.9,1778550199,2026-05-12 04:43:35.166
A340XJYJDFSMUG,B000002URY,4.9,1778550204,2026-05-12 04:43:35.166
A3Q1J7VFGG80EK,B000002URY,4.9,1778550213,2026-05-12 04:43:35.166
A340XJYJDFSMUG,B000002URW,4.6,1778550217,2026-05-12 04:44:13.928
A1J0GL9HCA7ELW,B000002URV,4.8,1778550222,2026-05-12 04:44:13.928
A2EFCYXHNK06IS,B000002URY,4.6,1778550225,2026-05-12 04:44:13.928
A340XJYJDFSMUG,5555991584,4.9,1778550228,2026-05-12 04:44:13.928
A2V0KUVAB9HSYO,B000002URV,4.8,1778550229,2026-05-12 04:44:13.928
A340XJYJDFSMUG,B000002URY,4.6,1778550235,2026-05-12 04:44:13.928
A3Q1J7VFGG80EK,B000002URY,4.6,1778550236,2026-05-12 04:44:13.928
A1J0GL9HCA7ELW,B000002URW,4.6,1778550253,2026-05-12 04:44:13.928
A1WR23ER5HMAA9,B000002URY,4.6,1778550216,2026-05-12 04:44:13.928
A3EBHHCHO6V2A4,B000002URW,4.8,1778550229,2026-05-12 04:44:13.928
A2V0KUVAB9HSYO,B000002URV,5.0,1778550230,2026-05-12 04:44:13.928
A3EBHHCHO6V2A4,B000002URY,4.7,1778550235,2026-05-12 04:44:13.928
A340XJYJDFSMUG,B000002URV,4.9,1778550240,2026-05-12 04:44:13.928
A340XJYJDFSMUG,5555991584,4.9,1778550243,2026-05-12 04:44:13.928
A1WR23ER5HMAA9,B000002URX,4.7,1778550246,2026-05-12 04:44:13.928
A3EBHHCHO6V2A4,B000002URV,4.8,1778550247,2026-05-12 04:44:13.928
A2V0KUVAB9HSYO,5555991584,4.8,1778550247,2026-05-12 04:44:13.928
A2V0KUVAB9HSYO,B000002URY,4.6,1778550256,2026-05-12 04:44:40.238
A2EFCYXHNK06IS,B000002URX,4.8,1778550262,2026-05-12 04:44:40.238
A1WR23ER5HMAA9,B000002URX,5.0,1778550264,2026-05-12 04:44:40.238
A340XJYJDFSMUG,B000002URV,5.0,1778550272,2026-05-12 04:44:40.238
A2EFCYXHNK06IS,B000002URV,4.6,1778550276,2026-05-12 04:44:40.238
A2IR4Q0GPAFJKW,B000002URX,4.6,1778550255,2026-05-12 04:44:40.238
A1WR23ER5HMAA9,B000002URW,4.7,1778550258,2026-05-12 04:44:40.238
A3Q1J7VFGG80EK,B000002URY,4.6,1778550268,2026-05-12 04:44:40.238
A1WR23ER5HMAA9,B000002URX,5.0,1778550282,2026-05-12 04:45:05.309
A1WR23ER5HMAA9,B000002URY,4.9,1778550292,2026-05-12 04:45:05.309
A3EBHHCHO6V2A4,B000002URY,4.6,1778550296,2026-05-12 04:45:05.309
A2IR4Q0GPAFJKW,B000002URV,5.0,1778550281,2026-05-12 04:45:05.309
A1WR23ER5HMAA9,B000002URV,4.7,1778550293,2026-05-12 04:45:05.309
A2V0KUVAB9HSYO,B000002URY,4.9,1778550295,2026-05-12 04:45:05.309
A2V0KUVAB9HSYO,B000002URW,4.6,1778550300,2026-05-12 04:45:05.309
A3EBHHCHO6V2A4,B000002URX,4.6,1778550303,2026-05-12 04:45:05.309
A3Q1J7VFGG80EK,5555991584,4.7,1778550307,2026-05-12 04:45:32.006
A2IR4Q0GPAFJKW,B000002URY,5.0,1778550318,2026-05-12 04:45:32.006
A2EFCYXHNK06IS,B000002URW,4.6,1778550325,2026-05-12 04:45:32.006
A3Q1J7VFGG80EK,B000002URW,4.7,1778550330,2026-05-12 04:45:32.006
A3Q1J7VFGG80EK,B000002URX,4.7,1778550305,2026-05-12 04:45:32.006
A3EBHHCHO6V2A4,5555991584,5.0,1778550307,2026-05-12 04:45:32.006
A3Q1J7VFGG80EK,5555991584,4.6,1778550310,2026-05-12 04:45:32.006
A340XJYJDFSMUG,B000002URV,4.8,1778550315,2026-05-12 04:45:32.006
A1WR23ER5HMAA9,B000002URX,4.7,1778550317,2026-05-12 04:45:32.006
A3EBHHCHO6V2A4,5555991584,5.0,1778550320,2026-05-12 04:45:32.006
A2EFCYXHNK06IS,B000002URW,4.9,1778550322,2026-05-12 04:45:32.006
A2V0KUVAB9HSYO,5555991584,4.9,1778550324,2026-05-12 04:45:32.006
A3Q1J7VFGG80EK,B000002URW,4.9,1778550336,2026-05-12 04:45:58.270
A3EBHHCHO6V2A4,B000002URX,4.7,1778550340,2026-05-12 04:45:58.270
A2EFCYXHNK06IS,B000002URY,4.9,1778550340,2026-05-12 04:45:58.270
A1WR23ER5HMAA9,B000002URX,4.9,1778550341,2026-05-12 04:45:58.270
A1J0GL9HCA7ELW,B000002URW,4.9,1778550349,2026-05-12 04:45:58.270
A2EFCYXHNK06IS,B000002URX,4.6,1778550357,2026-05-12 04:45:58.270
A340XJYJDFSMUG,B000002URV,4.6,1778550332,2026-05-12 04:45:58.270
A2IR4Q0GPAFJKW,B000002URX,4.8,1778550338,2026-05-12 04:45:58.270
A340XJYJDFSMUG,5555991584,4.7,1778550339,2026-05-12 04:45:58.270
A1WR23ER5HMAA9,5555991584,4.6,1778550344,2026-05-12 04:45:58.270
A2EFCYXHNK06IS,B000002URX,4.9,1778550347,2026-05-12 04:45:58.270
A2EFCYXHNK06IS,B000002URY,4.9,1778550348,2026-05-12 04:45:58.270
A1WR23ER5HMAA9,B000002URY,4.9,1778550350,2026-05-12 04:45:58.270
A2V0KUVAB9HSYO,B000002URW,4.7,1778550351,2026-05-12 04:45:58.270
A3Q1J7VFGG80EK,B000002URY,4.6,1778550353,2026-05-12 04:45:58.270
A2IR4Q0GPAFJKW,B000002URW,5.0,1778550362,2026-05-12 04:46:22.597
A1WR23ER5HMAA9,5555991584,4.6,1778550363,2026-05-12 04:46:22.597
A2V0KUVAB9HSYO,B000002URV,5.0,1778550370,2026-05-12 04:46:22.597
A340XJYJDFSMUG,B000002URY,4.7,1778550374,2026-05-12 04:46:22.597
A3Q1J7VFGG80EK,B000002URY,4.6,1778550376,2026-05-12 04:46:22.597
A1J0GL9HCA7ELW,B000002URW,5.0,1778550382,2026-05-12 04:46:22.597
A2IR4Q0GPAFJKW,B000002URY,5.0,1778550361,2026-05-12 04:46:22.597
A3Q1J7VFGG80EK,B000002URY,4.6,1778550361,2026-05-12 04:46:22.597
A2IR4Q0GPAFJKW,5555991584,4.9,1778550366,2026-05-12 04:46:22.597
A3EBHHCHO6V2A4,B000002URV,4.8,1778550369,2026-05-12 04:46:22.597
A340XJYJDFSMUG,B000002URW,4.8,1778550376,2026-05-12 04:46:22.597
A1J0GL9HCA7ELW,B000002URY,4.6,1778550377,2026-05-12 04:46:22.597
A2V0KUVAB9HSYO,B000002URX,4.6,1778550385,2026-05-12 04:46:53.722
A1WR23ER5HMAA9,B000002URW,4.8,1778550403,2026-05-12 04:46:53.722
A2EFCYXHNK06IS,5555991584,4.9,1778550408,2026-05-12 04:46:53.722
A1J0GL9HCA7ELW,B000002URV,4.8,1778550410,2026-05-12 04:46:53.722
A2IR4Q0GPAFJKW,B000002URY,4.7,1778550385,2026-05-12 04:46:53.722
